bow_P,bow_L,bow_V,bow_G,bow_A,bow_K,bow_Y,bow_I,bow_F,bow_Q,bow_R,bow_E,bow_S,bow_T,bow_H,bow_N,bow_D,bow_W,bow_M,bow_C,word2vec_0,word2vec_1,word2vec_2,word2vec_3,word2vec_4,word2vec_5,word2vec_6,word2vec_7,word2vec_8,word2vec_9,word2vec_10,word2vec_11,word2vec_12,word2vec_13,word2vec_14,word2vec_15,word2vec_16,word2vec_17,word2vec_18,word2vec_19,word2vec_20,word2vec_21,word2vec_22,word2vec_23,word2vec_24,word2vec_25,word2vec_26,word2vec_27,word2vec_28,word2vec_29,word2vec_30,word2vec_31,word2vec_32,word2vec_33,word2vec_34,word2vec_35,word2vec_36,word2vec_37,word2vec_38,word2vec_39,word2vec_40,word2vec_41,word2vec_42,word2vec_43,word2vec_44,word2vec_45,word2vec_46,word2vec_47,word2vec_48,word2vec_49,word2vec_50,word2vec_51,word2vec_52,word2vec_53,word2vec_54,word2vec_55,word2vec_56,word2vec_57,word2vec_58,word2vec_59,word2vec_60,word2vec_61,word2vec_62,word2vec_63,word2vec_64,word2vec_65,word2vec_66,word2vec_67,word2vec_68,word2vec_69,word2vec_70,word2vec_71,word2vec_72,word2vec_73,word2vec_74,word2vec_75,word2vec_76,word2vec_77,word2vec_78,word2vec_79,word2vec_80,word2vec_81,word2vec_82,word2vec_83,word2vec_84,word2vec_85,word2vec_86,word2vec_87,word2vec_88,word2vec_89,word2vec_90,word2vec_91,word2vec_92,word2vec_93,word2vec_94,word2vec_95,word2vec_96,word2vec_97,word2vec_98,word2vec_99
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.017966309562325478,0.12288023978471756,0.13900419026613237,0.043147044628858565,-0.07763866186141968,0.12493543475866317,-0.15919188261032105,0.10257566422224045,-0.1312450423836708,-0.07890537604689599,-0.07703372687101365,0.19351325929164886,0.10142523050308228,0.12281659394502639,0.08775008916854858,0.12336172163486481,0.024241771921515463,-0.3071735382080078,-0.05923915803432465,0.026879769563674927,-0.2306104362010956,-0.040058434009552,0.08793119639158249,0.12226606607437134,0.30018905401229856,-0.09641950279474258,0.04605521857738495,0.05837684273719788,-0.07665319740772247,0.0181460365653038,-0.028446698561310768,0.002625159826129675,-0.11595408767461776,0.13146754503250122,0.05159724950790405,-0.10856709033250808,0.17875219881534576,-0.24354589581489564,-0.1919391542673111,0.13820932805538177,0.19066854417324067,-0.0541191816329956,0.0805305153131485,-0.13554510474205017,0.001403597556054592,-0.03491035401821137,0.06031699627637863,0.21113524436950684,0.2662617713212967,-0.13182782083749772,0.13568651527166367,-0.19567905962467194,-0.16782319247722627,0.02437277268618345,0.047261770069599154,-0.07738986313343048,-0.06444167047739029,0.03114513270556927,-0.028191109746694566,0.10867704898118973,0.2455243617296219,0.040546797960996625,-0.20076379477977752,0.19002942740917206,0.09601162225008011,-0.010941661801189185,-0.01872602794319391,-0.07449631243944169,-0.031837498769164085,-0.1464871048927307,0.16267865002155305,-0.1425863280892372,-0.10024764388799667,-0.09683338552713394,0.19941292703151703,-0.002891530655324459,0.12761372625827788,-0.1982584685087204,-0.07244440838694573,-0.012348932959139348,0.13132526427507402,0.05458462685346603,-0.16714753806591034,0.1470425546169281,-0.09646190404891967,0.08246345221996307,-0.31644569635391234,-0.1539102464914322,0.08005988672375679,-0.045285077393054964,0.07622195929288864,0.18886216580867768,0.2022748589515686,0.08044364601373673,0.07225762456655502,-0.13027344197034835,0.05266327485442161,0.0408423088490963,-0.12132458984851838,-0.11096542179584504
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.01903197029605508,0.12282920628786087,0.14170354045927525,0.04427243676036596,-0.07681804150342941,0.12588523887097836,-0.15854815766215324,0.10266668349504471,-0.13267928548157215,-0.07829137798398733,-0.07894815504550934,0.1950792707502842,0.10173430480062962,0.12238719500601292,0.08692113496363163,0.1226642020046711,0.02328262710943818,-0.31003130972385406,-0.05944823566824198,0.026984394062310457,-0.23149069026112556,-0.04186378885060549,0.08699105493724346,0.12452382780611515,0.3015879988670349,-0.0950741171836853,0.04484407976269722,0.06151478085666895,-0.07659676857292652,0.017437235917896032,-0.029872337356209755,0.003510935988742858,-0.11898757517337799,0.13066857680678368,0.053508663550019264,-0.11011937260627747,0.17940519750118256,-0.2452583685517311,-0.19517820701003075,0.13764701411128044,0.19080013781785965,-0.05637081898748875,0.08089961297810078,-0.13559565320611,6.826140452176332e-05,-0.03490248695015907,0.05945749953389168,0.21256836876273155,0.2697036527097225,-0.13167609088122845,0.13474474288523197,-0.19590798392891884,-0.16671313345432281,0.02207632060162723,0.046310000121593475,-0.07697258703410625,-0.06611343380063772,0.031825618352741,-0.02625955268740654,0.10898289084434509,0.24955417960882187,0.04104544501751661,-0.20422013849020004,0.18958063423633575,0.09793053381145,-0.011758437613025308,-0.019173806300386786,-0.07434108667075634,-0.03118388867005706,-0.14735976234078407,0.1623399443924427,-0.1463835146278143,-0.09905234165489674,-0.09771107882261276,0.19956709071993828,-0.004795053391717374,0.12832020223140717,-0.19762898609042168,-0.07098113652318716,-0.014000862604007125,0.13088172115385532,0.05371146555989981,-0.16739557310938835,0.14992541819810867,-0.09659000858664513,0.08259893581271172,-0.31699125468730927,-0.15617738291621208,0.07955285999923944,-0.04442362207919359,0.0780236218124628,0.1905738301575184,0.20328693091869354,0.08005373924970627,0.07295437157154083,-0.1300982851535082,0.051133318804204464,0.040565417148172855,-0.12177854217588902,-0.11062348075211048
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.014141528052277863,0.1271356325596571,0.14300467632710934,0.04525114968419075,-0.07903485745191574,0.1263969074934721,-0.1613449528813362,0.10453443974256516,-0.13203629665076733,-0.084351004101336,-0.07948487810790539,0.1948426403105259,0.10121363960206509,0.1235054936259985,0.08440306410193443,0.12360044568777084,0.02822102652862668,-0.3146061822772026,-0.062111228704452515,0.024824570398777723,-0.23036712408065796,-0.04246537573635578,0.0915321484208107,0.1261917930096388,0.305058516561985,-0.09590155072510242,0.046390592120587826,0.06202468927949667,-0.08194476179778576,0.021009202580899,-0.031022917479276657,0.006072053627576679,-0.11925177276134491,0.13270078226923943,0.05217896215617657,-0.1149722058326006,0.18080884590744972,-0.24524681270122528,-0.19779817387461662,0.13710951432585716,0.1970939077436924,-0.058977498672902584,0.07809427753090858,-0.13532963395118713,0.002692835609195754,-0.03210375551134348,0.061246552504599094,0.22038761153817177,0.27238380536437035,-0.13522098399698734,0.13652626611292362,-0.19832339510321617,-0.17161114141345024,0.021291645942255855,0.04864557459950447,-0.07972772978246212,-0.06754887383431196,0.03514152532443404,-0.026006892789155245,0.1070605032145977,0.25216037780046463,0.03767447639256716,-0.20443948730826378,0.1904597505927086,0.09522230550646782,-0.010713031166233122,-0.022807988338172436,-0.07679264061152935,-0.032820080406963825,-0.1452604979276657,0.16633003950119019,-0.1457009594887495,-0.09882560186088085,-0.0975408349186182,0.20240550860762596,-0.0034430437908667955,0.1319516897201538,-0.2042509913444519,-0.07144322153180838,-0.016851957188919187,0.13388109765946865,0.05420703534036875,-0.1707349233329296,0.15550147369503975,-0.09996053576469421,0.08144238404929638,-0.3203602060675621,-0.15684670209884644,0.08453417290002108,-0.04317146074026823,0.08359326981008053,0.19428667426109314,0.20754527300596237,0.07925826124846935,0.07175114937126637,-0.13308353535830975,0.049853984266519547,0.04274888336658478,-0.11952104419469833,-0.11330053210258484
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015493425726890563,0.12807051241397857,0.14411252737045288,0.04941800311207771,-0.07873832881450653,0.13054849356412887,-0.1636051893234253,0.10809892863035202,-0.13592023849487306,-0.08399265855550767,-0.07885832041501999,0.20105868875980376,0.10564959347248078,0.13179052174091338,0.093800488114357,0.1289498284459114,0.02629999555647373,-0.3193897604942322,-0.061101130396127704,0.02653317414224148,-0.23934027850627898,-0.04258841276168823,0.09342307150363922,0.126970112323761,0.3141001284122467,-0.10343745201826096,0.05077071487903595,0.055004465579986575,-0.08141958862543106,0.018859086744487285,-0.028831284120678903,0.0035249168053269387,-0.12332822829484939,0.14232083559036254,0.05322223380208015,-0.10872102081775666,0.18536892235279084,-0.2562728554010391,-0.19645369052886963,0.14405517876148224,0.19951263964176177,-0.05541732758283615,0.08013692647218704,-0.14109768569469452,0.001837341394275427,-0.03536370135843754,0.07009313181042671,0.22128596901893616,0.2796707510948181,-0.14104015231132508,0.13841743469238282,-0.2042713552713394,-0.17638411223888398,0.02816731631755829,0.054313928633928296,-0.08365121632814407,-0.06808774024248124,0.030025168880820276,-0.032784932479262355,0.11193812638521194,0.252075320482254,0.03778206929564476,-0.20918099582195282,0.1975325882434845,0.10171522200107574,-0.012559548486024141,-0.021188215538859367,-0.0828550174832344,-0.026995209604501726,-0.1547895073890686,0.17124392688274384,-0.1502826154232025,-0.10434300005435944,-0.10153550505638123,0.20740067958831787,-0.0030259251594543456,0.13646767735481263,-0.20758475065231324,-0.08123905211687088,-0.013195555843412875,0.13930444568395614,0.058724140375852586,-0.17099855244159698,0.1553739458322525,-0.10271004289388656,0.08793261349201202,-0.33067516684532167,-0.16040995121002197,0.08647439628839493,-0.04157397374510765,0.08182516247034073,0.19581538140773774,0.2122630536556244,0.08191603869199753,0.07690558731555938,-0.1383107304573059,0.0567214123904705,0.04427813515067101,-0.1267867937684059,-0.12092345207929611
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012768681161105633,0.12963111884891987,0.14466871321201324,0.04749323986470699,-0.07820080779492855,0.12923904322087765,-0.16265469416975975,0.10961548611521721,-0.13507001101970673,-0.08158604428172112,-0.07971344515681267,0.20161929726600647,0.10619035363197327,0.12952298671007156,0.09356047213077545,0.12837443687021732,0.025699624326080084,-0.31940022855997086,-0.060047649778425694,0.02600032277405262,-0.2408301942050457,-0.0427201334387064,0.09408622048795223,0.1275740284472704,0.31492767482995987,-0.10533846169710159,0.05061604827642441,0.05511370673775673,-0.08060923963785172,0.018120715161785483,-0.02857921924442053,0.003317041788250208,-0.12242414616048336,0.1421547569334507,0.05329447612166405,-0.10932384058833122,0.1865808516740799,-0.25425053015351295,-0.19535350799560547,0.14368774741888046,0.19832388311624527,-0.05515665654093027,0.07713153772056103,-0.1401650421321392,0.003983721369877458,-0.03322206391021609,0.06821175199002028,0.22167902439832687,0.27701250463724136,-0.14045003801584244,0.13929446414113045,-0.20336537808179855,-0.1764446124434471,0.028807293623685837,0.05279538966715336,-0.08394088037312031,-0.06764108128845692,0.028733902145177126,-0.03576728422194719,0.11214067041873932,0.25248634815216064,0.037535822950303555,-0.20960652455687523,0.19827846065163612,0.09932100214064121,-0.012872536317445338,-0.021891715470701456,-0.08239549025893211,-0.028664045501500368,-0.15215225517749786,0.17114579305052757,-0.14969808980822563,-0.10433502309024334,-0.10014800168573856,0.20879221335053444,-0.0010689576156437397,0.13799495995044708,-0.20700525492429733,-0.08047397434711456,-0.013685909798368812,0.13920154236257076,0.05728248227387667,-0.17047572508454323,0.1541495881974697,-0.10299907252192497,0.0867941863834858,-0.33078406751155853,-0.1586809679865837,0.08762677386403084,-0.04308540280908346,0.08213948458433151,0.19442057237029076,0.2135520987212658,0.0818361546844244,0.07666199281811714,-0.13841022178530693,0.05677318945527077,0.044167897664010525,-0.12902402691543102,-0.12058971635997295
0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.013913966715335846,0.12316063897950309,0.14129327982664108,0.04359875140445573,-0.07615088884319578,0.1273751844252859,-0.15616623844419206,0.10476166435650416,-0.13034448772668839,-0.07870465996009963,-0.08031838812998363,0.19901238594736373,0.10063277610710689,0.12234210010085787,0.08928100019693375,0.1275357103773526,0.02171788896833147,-0.3121931978634426,-0.06034818344882557,0.02187031480882849,-0.23316941729613713,-0.04035543543951852,0.08923581881182534,0.12656772243125097,0.3059060275554657,-0.10055299209696907,0.043088516486542563,0.05862297649894442,-0.0772855281829834,0.019861160511417047,-0.0288268295781953,5.255313590168953e-05,-0.11758597195148468,0.13186257971184595,0.052757290324994495,-0.11040720556463514,0.18326736560889653,-0.25003797454493387,-0.1934460550546646,0.14085093992097036,0.19504347230706895,-0.053306653031281064,0.07932438594954354,-0.1379591418164117,0.005903851673273104,-0.03350868608270373,0.05925055167504719,0.2131593120949609,0.2695116847753525,-0.13763326300042017,0.13985139663730348,-0.19715567146028792,-0.16608494307313645,0.024822848848998547,0.04845448476927621,-0.07549446182591575,-0.06861864083579608,0.03185409493744373,-0.030021003048334802,0.11089881403105599,0.25117079274994986,0.04167776767696653,-0.20414150825568608,0.1919834954398019,0.09678596045289721,-0.00982615930427398,-0.019566492044499943,-0.07800041671310153,-0.03277587039130075,-0.15225943284375326,0.16264611269746507,-0.14734699151345662,-0.09767074244362968,-0.09844591575009483,0.2011666532073702,-0.0065145424700209075,0.13276053965091705,-0.2033874520233699,-0.0736042819917202,-0.011961345693894796,0.1343584390623229,0.057143986225128174,-0.1646847746201924,0.1491419758115496,-0.09867169069392341,0.08417313226631709,-0.320196875504085,-0.15405324952942984,0.07984152595911707,-0.045574446874005456,0.07862791631902967,0.1899838319846562,0.20501608082226344,0.07980067815099444,0.0765037089586258,-0.13613699057272502,0.05299480951258114,0.04186125685061727,-0.12398436346224376,-0.11227492881672722
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012689873110502958,0.1289831381291151,0.1422903873026371,0.0499677462503314,-0.075743043795228,0.12629441916942596,-0.15604562312364578,0.10511713288724422,-0.12765344977378845,-0.07771133631467819,-0.07632207684218884,0.19551054760813713,0.10231013037264347,0.12376149743795395,0.09054444916546345,0.12492123991250992,0.024839371908456087,-0.30924492329359055,-0.06059321667999029,0.02291049435734749,-0.23443535342812538,-0.04663413483649492,0.0886787511408329,0.1267909947782755,0.30434614419937134,-0.10403579846024513,0.04731080774217844,0.05211557447910309,-0.07758031599223614,0.014430346665903926,-0.027851506136357784,0.0009271232411265373,-0.11842215247452259,0.13500341214239597,0.04787901695817709,-0.10331754945218563,0.17981292679905891,-0.2472066543996334,-0.1883205994963646,0.14149867370724678,0.18987656012177467,-0.049351463094353676,0.07684596255421638,-0.13537342473864555,0.0018909641657955945,-0.036077280063182116,0.06680787913501263,0.21741080656647682,0.2716824933886528,-0.13227355480194092,0.13085881248116493,-0.1944861002266407,-0.1726331152021885,0.03092120587825775,0.04938057158142328,-0.07955705188214779,-0.06343402899801731,0.0297358981333673,-0.03532461728900671,0.10419819876551628,0.2433900535106659,0.03739507030695677,-0.20926346629858017,0.19000797718763351,0.10003826022148132,-0.015052083414047956,-0.018450733507052064,-0.07566500827670097,-0.02345503168180585,-0.1495605669915676,0.1705957166850567,-0.14672183245420456,-0.09831901080906391,-0.10134952701628208,0.20006245002150536,-0.0035765068605542183,0.13430136814713478,-0.20098556950688362,-0.07923654466867447,-0.01066672767046839,0.13481913320720196,0.05685376189649105,-0.15920863673090935,0.15331078693270683,-0.10264631360769272,0.08791231364011765,-0.3157295659184456,-0.1516527757048607,0.08631474152207375,-0.03813994210213423,0.08298129588365555,0.18954838439822197,0.20962528884410858,0.0804074089974165,0.06938829831779003,-0.13475113734602928,0.05693852808326483,0.04683546908199787,-0.12825658731162548,-0.12152232974767685
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013936462501684824,0.12970769902070364,0.14233202735582987,0.05151849488417307,-0.07501516242822011,0.12344245115915935,-0.15249390403429666,0.1112930675347646,-0.1333896517753601,-0.07546726117531459,-0.07864844799041748,0.19829911986986795,0.10230663915475209,0.12459040184815724,0.08601837605237961,0.1192037637035052,0.021857210745414097,-0.3100419044494629,-0.0543549545109272,0.0297164103637139,-0.23128681381543478,-0.04275954763094584,0.09311858067909877,0.12203990419705708,0.30128472050031024,-0.09773511439561844,0.04874266559878985,0.05997783193985621,-0.08104597528775533,0.012930399117370447,-0.02717939515908559,0.006757856036225955,-0.11903227368990581,0.13794339696566263,0.0521844228108724,-0.10710606475671132,0.17631110548973083,-0.24586897095044455,-0.19383617242177328,0.1361252168814341,0.1851423680782318,-0.048927776515483856,0.0767147292693456,-0.1335445394118627,0.005283749041457971,-0.036218918239076935,0.07074853281180064,0.21439636747042337,0.2680121163527171,-0.1339289794365565,0.12867732346057892,-0.19393055140972137,-0.1758513549963633,0.025108850250641506,0.0548392745355765,-0.08709283669789632,-0.0645519345998764,0.026904283712307613,-0.03315236481527487,0.10956911991039912,0.24656844635804495,0.03745114058256149,-0.20610961318016052,0.19726276397705078,0.09989277770121892,-0.014969919497768084,-0.023233203838268917,-0.07984909166892369,-0.023229554916421574,-0.14803781608740488,0.162024254600207,-0.15151703854401907,-0.09946636110544205,-0.09352500985066096,0.19847784439722696,-0.004364535037893802,0.1315553536017736,-0.1939583569765091,-0.08575364450613658,-0.015966984598586958,0.1281970590353012,0.05900099376837412,-0.16151495277881622,0.15029715994993845,-0.10016609231630962,0.08609468241532643,-0.3165328900019328,-0.15445272624492645,0.08107559631268184,-0.03968066846330961,0.08233094215393066,0.18811568121115366,0.20634734133879343,0.07248586416244507,0.07713329295317332,-0.1315798411766688,0.05451411505540212,0.04466316103935242,-0.12263087431589763,-0.12483152250448863
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.018253615126013756,0.11646351466576259,0.13292893519004187,0.04213836664954821,-0.07229552666346233,0.11891503383715947,-0.14671876033147177,0.09915703286727269,-0.12471718589464824,-0.08195920288562775,-0.06736247738202412,0.18281826376914978,0.09944353501001994,0.12125337868928909,0.08749259263277054,0.11858456333478291,0.030144916226466496,-0.29067133863766986,-0.05431231980522474,0.025047986457745235,-0.2192965199549993,-0.03796190830568472,0.08301860094070435,0.11835375676552455,0.2807725469271342,-0.09323276331027348,0.05245374391476313,0.047717283169428505,-0.0716920072833697,0.018388391006737947,-0.022461411232749622,0.0004102029682447513,-0.10720895975828171,0.12778615951538086,0.049358551700909935,-0.10156191140413284,0.16740280389785767,-0.23298933605353037,-0.17963530123233795,0.12596625834703445,0.18090147773424783,-0.04815446212887764,0.07266440242528915,-0.13394433508316675,0.0026463068400820098,-0.032251911237835884,0.06425346434116364,0.20097467303276062,0.24981842438379923,-0.12139261762301128,0.1341787800192833,-0.1821399579445521,-0.1583744833866755,0.02494887076318264,0.05291389301419258,-0.07711367805798848,-0.0581373522679011,0.032162592435876526,-0.027287231137355168,0.10420064131418864,0.22591538230578104,0.032882509753108025,-0.1906351844469706,0.17883452276388803,0.0912937621275584,-0.00971827058432003,-0.019207206244270008,-0.07431811094284058,-0.030527282506227493,-0.13912187765041986,0.15897198021411896,-0.13150291393200556,-0.09787194679180782,-0.0971676434079806,0.18640990058581033,-0.004924309905618429,0.12345299621423085,-0.19187013308207193,-0.0717353696624438,-0.011222297480950752,0.11828927447398503,0.05558431769410769,-0.16208900014559427,0.13640744984149933,-0.0916074886918068,0.0799978698293368,-0.29925671219825745,-0.1485044558842977,0.08086372663577397,-0.03661055490374565,0.07469069212675095,0.18246020376682281,0.18657605846722922,0.07707443088293076,0.06677507236599922,-0.12459408491849899,0.05520338440934817,0.041076211258769035,-0.11277816941340764,-0.10716673980156581
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.01192061168452104,0.11604983359575272,0.1360085333387057,0.041734195003906883,-0.06976489971081416,0.12472457438707352,-0.1412215232849121,0.10282794386148453,-0.12282908956209819,-0.07942132900158565,-0.07566604514916737,0.18727576732635498,0.09533056368430455,0.11705618351697922,0.08282837023337682,0.12363266696532567,0.023865380013982456,-0.2936563789844513,-0.0577431321144104,0.018785924340287845,-0.22241142888863882,-0.041247809305787086,0.087042731543382,0.1223142643769582,0.28852376341819763,-0.09356128424406052,0.04285048817594846,0.05318744108080864,-0.07438798000415166,0.014522675580034653,-0.024751610433061916,0.001098373516773184,-0.11009451498587926,0.12825611978769302,0.0503170962134997,-0.10119121770064037,0.17197483281294504,-0.2386570523182551,-0.18470642964045206,0.1302303597331047,0.18385387460390726,-0.046837897350390754,0.0726783995827039,-0.1331328476468722,0.0031588100052128234,-0.02885031762222449,0.06052136545379957,0.20331496993700662,0.2571788827578227,-0.12741333742936453,0.13287639866272608,-0.1836453676223755,-0.15713528792063394,0.025761644666393597,0.04663655782739321,-0.0730578030149142,-0.06489654009540875,0.033091396714250244,-0.02783186361193657,0.1020957479874293,0.2357926368713379,0.038594371328751244,-0.19908137122790018,0.18152915934721628,0.0919974793990453,-0.008776346609617272,-0.01644392404705286,-0.07463942219813664,-0.03150913926462332,-0.14665446430444717,0.15543580055236816,-0.14059149970610937,-0.09063957631587982,-0.09523264815409978,0.19043304522832236,-0.010078866655627886,0.12551151712735495,-0.19627081354459128,-0.07202892005443573,-0.008708352378259102,0.12590539207061133,0.05444129308064779,-0.15519227584203085,0.145419642329216,-0.09418745835622151,0.07957634578148524,-0.30120567480723065,-0.1459165165821711,0.07897062351306279,-0.03999952351053556,0.07771297792593639,0.18232233822345734,0.19239539404710135,0.07099335889021556,0.07127126430471738,-0.13250347723563513,0.053590115159749985,0.03958406733969847,-0.11812629053990047,-0.1069262648622195
