0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0138336726464331,0.1267168909311294,0.1377686843276024,0.0513709522783756,-0.0730769053101539,0.1230154499411582,-0.1546689927577972,0.1048474043607711,-0.1297853678464889,-0.0845094621181488,-0.0778161346912384,0.1924652457237243,0.0999063104391098,0.122135117650032,0.0854396924376487,0.1251473605632782,0.0301648776978254,-0.3073608756065368,-0.0549437999725341,0.0272709377110004,-0.2301749348640442,-0.0437288228422403,0.08995121717453,0.1277985095977783,0.3016594290733337,-0.1006952941417694,0.0515546455979347,0.0539184533059597,-0.0815666630864143,0.0158880435861647,-0.0293122380971908,0.0049180490896105,-0.1167220160365104,0.1361218243837356,0.0524724051356315,-0.1050318509340286,0.1800406366586685,-0.2425352066755294,-0.1937319427728653,0.1370052650570869,0.1895849376916885,-0.0535205475986003,0.0741533234715461,-0.135726548731327,0.0005694182356819,-0.0316700652241706,0.0703326344490051,0.2187866449356079,0.2664117157459259,-0.132616725564003,0.1346372619271278,-0.1916128754615783,-0.169965660572052,0.0236313953995704,0.053819666057825,-0.0797576233744621,-0.0678103290498256,0.0311039023101329,-0.0319145057350397,0.1053712636232376,0.2447001695632934,0.0354156404733657,-0.2059316396713257,0.1908599466085433,0.0935855194926262,-0.0111339712049812,-0.0219130177050828,-0.0780025631189346,-0.0303476769477128,-0.1425652995705604,0.1656699746847152,-0.1431339129805565,-0.1002713322639465,-0.1001270458102226,0.2013515084981918,-0.0055469276347139,0.133616641163826,-0.198880136013031,-0.0784712880849838,-0.0164004034362733,0.1253685653209686,0.0585203543305397,-0.1636304289102554,0.1514215648174285,-0.1000451907515525,0.0801444187760353,-0.3183499574661255,-0.1535941898822784,0.087597943842411,-0.0381548576056957,0.0835537284612655,0.189077091217041,0.2035080939531326,0.0778479695320129,0.0721070609986782,-0.1307587325572967,0.0515275053679943,0.0415785860270261,-0.1214513421058654,-0.1186085477471351
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0185449061294396,0.1199791853626569,0.1331899886329969,0.0398171171545982,-0.0719971309105555,0.1233564342061678,-0.1522026062011718,0.104168434937795,-0.1266929258902867,-0.0841055214405059,-0.071261482934157,0.1873501638571421,0.1001628165443738,0.1222344661752383,0.0868895600239435,0.124897909661134,0.0281112107137839,-0.2944509784380595,-0.0520683651169141,0.0244641713798046,-0.2223143726587295,-0.0381588693708181,0.0839913810292879,0.1211004431049029,0.2889196872711181,-0.0927874545256296,0.0494742393493652,0.0527020009855429,-0.0751960029204686,0.0147596950021882,-0.0238119351367155,0.0007916464625547,-0.1097029820084571,0.132153774301211,0.0523376328249772,-0.1034670496980349,0.1731629619995753,-0.2310394396384557,-0.1836841255426406,0.1322617704669634,0.1792717476685842,-0.0438890581329663,0.0768635521332423,-0.1342551782727241,-0.0025323717854917,-0.0259303754816452,0.0652861818671226,0.2067063301801681,0.2545208930969238,-0.1218620687723159,0.1355770553151766,-0.186341236035029,-0.1643192221721013,0.0269920739034811,0.0502206732829411,-0.0815415730079015,-0.0604978663225968,0.0273721280197302,-0.0288728525241216,0.1042919357617696,0.2321857412656148,0.038603580246369,-0.1948540161053339,0.1874957581361135,0.0888643786311149,-0.0097350735062112,-0.0147974990929166,-0.0746433436870575,-0.0347394123673439,-0.141128289202849,0.1607280820608139,-0.1351951534549395,-0.0980488782127698,-0.0983518386880556,0.194051131606102,-0.0039875155004362,0.1215013017257054,-0.1966959337393442,-0.0751591399312019,-0.0075741287631293,0.1264675582448641,0.0537148130436738,-0.1633260796467463,0.14422540863355,-0.0919023876388867,0.0795633296171824,-0.308132529258728,-0.1485416293144226,0.0825734287500381,-0.0371808049579461,0.0738413979609807,0.1841638733943303,0.1942150841156641,0.0742260366678237,0.0719249434769153,-0.1299206440647443,0.0533934098978837,0.0411875192075967,-0.1151303375760714,-0.112968939046065
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0135896708816289,0.1279900707304477,0.1319760829210281,0.0531855337321758,-0.077390968799591,0.1213860176503658,-0.1516047641634941,0.1025964096188545,-0.125503122806549,-0.0853782631456852,-0.0746007561683654,0.1938545927405357,0.0901672914624214,0.115939874202013,0.0813452638685703,0.1269949078559875,0.0285095525905489,-0.2969093173742294,-0.0538889802992343,0.0233749449253082,-0.2287329137325287,-0.0507836230099201,0.0894165560603141,0.1297025606036186,0.3001230806112289,-0.1025897078216075,0.0398071445524692,0.0475637633353471,-0.0801468268036842,0.0168020329438149,-0.0277688633650541,-0.0043530410621315,-0.1135075576603412,0.1317542679607868,0.0456910841166973,-0.1015373431146144,0.1824464425444603,-0.2423383817076683,-0.1889250129461288,0.142216108739376,0.1880607232451439,-0.0489201135933399,0.0777875520288944,-0.1332014948129654,0.0062608403386548,-0.0389680322259664,0.0657455474138259,0.2169684171676635,0.2577790766954422,-0.1340507566928863,0.1319105774164199,-0.1950617581605911,-0.1674647405743599,0.0290142493322491,0.0509553886950016,-0.0686106011271476,-0.0669728051871061,0.0376281682401895,-0.033300757408142,0.1041653417050838,0.2451685592532158,0.0440790709108114,-0.2049353569746017,0.1915371045470237,0.091601975262165,-0.014103720895946,-0.0145669649355113,-0.075686227530241,-0.0338950427249074,-0.1441031768918037,0.1626950725913047,-0.1403300985693931,-0.0942164026200771,-0.1002599671483039,0.1963734775781631,-0.0130648342892527,0.1316267922520637,-0.1962186843156814,-0.0768363066017627,-0.0118697825819253,0.1260456070303917,0.065317515283823,-0.1503127887845039,0.1430486217141151,-0.103988517075777,0.0815237909555435,-0.3093909472227096,-0.1415987461805343,0.0876641683280468,-0.0460692383348941,0.0810118243098259,0.1806268692016601,0.1981066092848777,0.0761615373194217,0.072289764881134,-0.1291836760938167,0.0490523055195808,0.0433050077408552,-0.123743325471878,-0.1155041754245758
1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0175083890557289,0.1243936955928802,0.136513115465641,0.0437773920595645,-0.0700723528861999,0.1204252302646637,-0.1485390484333038,0.1063447341322898,-0.126002961397171,-0.0784331366419792,-0.0741504400968551,0.1896172821521759,0.1011621385812759,0.1191206619143486,0.0866271436214447,0.1214057505130767,0.0227059330791234,-0.3006719887256622,-0.0544595442712306,0.025551664084196,-0.2241074115037918,-0.0416039247065782,0.0833430632948875,0.1202067866921424,0.2912674486637115,-0.0954939574003219,0.0488701254129409,0.0551103085279464,-0.0756233513355255,0.0124119632877409,-0.0259919568896293,0.0030660831369459,-0.1167608022689819,0.131398257613182,0.0512757219374179,-0.1027531027793884,0.1726218223571777,-0.2344155997037887,-0.185713529586792,0.1344454333186149,0.1783137440681457,-0.0452757805585861,0.0745388716459274,-0.1314965531229973,-2.151867374777794e-05,-0.0325114164501428,0.0660254120826721,0.2082811474800109,0.2614384353160858,-0.1255881786346435,0.1295875445008278,-0.1850335478782653,-0.1662750780582428,0.024162758514285,0.0515110202133655,-0.0821378648281097,-0.0603421926498413,0.0267049252986907,-0.0314323738217353,0.1030667707324028,0.237248495221138,0.0365440875291824,-0.2016209065914154,0.1870027482509613,0.0956166088581085,-0.0102986881975084,-0.0173173381015658,-0.0744515806436538,-0.0275748927146196,-0.1423250958323478,0.1604124218225479,-0.1423735424876213,-0.097096911072731,-0.0970941632986068,0.1919193565845489,-0.0058919402770698,0.1245310723781585,-0.1938823163509369,-0.077567483484745,-0.0125225447118282,0.1240538701415061,0.0527472048997879,-0.1566513627767563,0.1478628069162368,-0.0953160092234611,0.0847879856824875,-0.3089447915554046,-0.1488589078187942,0.0817320764064788,-0.0352377586066722,0.0817597344517707,0.183652663230896,0.1995201647281646,0.0741839811205864,0.0709320105612278,-0.12976925522089,0.0541134491562843,0.0420088943094015,-0.1188466578722,-0.1180330589413642
2.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.0189987591539437,0.129626690195157,0.1434679644612165,0.0498233747023802,-0.078958270068352,0.1231456874654843,-0.1601803979048362,0.1076478190146959,-0.1346220477269246,-0.0852763277406876,-0.0761299580335617,0.1993664995982096,0.1030007612246733,0.1265921248839451,0.0910855892759103,0.1239252634919606,0.0290911310853866,-0.3145302259005033,-0.0541422725296937,0.0273727741665565,-0.2336899661100827,-0.046200375430859,0.0861353593376966,0.1296159865764471,0.3051261695531698,-0.0996594492059487,0.0513155466088881,0.0564650414654841,-0.078026797909003,0.0199072894711907,-0.0293439549322311,0.0001946980348573,-0.1229730609517831,0.1357556833670689,0.0535106223363142,-0.1130253168252798,0.1830800232978967,-0.2461844224196214,-0.1937631827134352,0.1391224207786413,0.1907057601671952,-0.0547507780675704,0.0786584438039706,-0.1370504796504974,0.0009030019148037,-0.0367082416151578,0.0681357979774475,0.2219308798129741,0.2708333673385473,-0.1328754522479497,0.1351259906704609,-0.198911407819161,-0.1725305399069419,0.0243517420469568,0.054610365571884,-0.0834062838783631,-0.0641281172060049,0.0312543462675351,-0.0305960053721299,0.1103228124288412,0.2507791209679383,0.0360111131404454,-0.2072079089971689,0.1931035736432442,0.1004042814557368,-0.0169323212108933,-0.0210996659902425,-0.0803216277406765,-0.02797198926027,-0.1456635835079046,0.1705267234490468,-0.1476106053361525,-0.1021416267523398,-0.1040784521744801,0.1989442453934596,-0.0071567374711426,0.1336585271816987,-0.2005636520110643,-0.0779817399497215,-0.0180570943137774,0.1290675344375463,0.0591147745457979,-0.1672440538039574,0.1491193461876649,-0.1008639043340316,0.0878921523690223,-0.3219241408201364,-0.1578985246328207,0.0872842168005613,-0.0385480801073404,0.0827307489055853,0.1915994790884164,0.2049006762412878,0.0808841603306623,0.0742023231891485,-0.1310740411281585,0.053109182188144,0.0480416437181142,-0.1215788481327203,-0.1196418014856485
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0146920967381447,0.1251938696950674,0.1436672545969486,0.0441013388335704,-0.0737723261117935,0.1247640121728181,-0.1543132923543453,0.1041411682963371,-0.126743983477354,-0.0808530077338218,-0.0746225211769342,0.1961678154766559,0.1044572386890649,0.123345885425806,0.0887192692607641,0.1272134631872177,0.0259375479072332,-0.316276304423809,-0.0597490761429071,0.0215488271787762,-0.2287989258766174,-0.0429420284926891,0.0836460664868354,0.1253791004419326,0.3031295835971832,-0.103556590154767,0.0462127858772873,0.0531076379120349,-0.0795329511165618,0.0229314460884779,-0.029095321893692,-0.0046008340432308,-0.1187016312032938,0.1304577253758907,0.0537018831819295,-0.1140845697373151,0.1765010021626949,-0.2512352354824543,-0.1895618215203285,0.138875912874937,0.1952147632837295,-0.0548756392672658,0.0761535316705703,-0.1382935009896755,0.0052032942767255,-0.0351639599539339,0.0632952833548188,0.2184496708214283,0.2712464481592178,-0.1341189593076706,0.1380774993449449,-0.1936643496155738,-0.1674868166446685,0.0256847939454019,0.0540524860844016,-0.0808803495019674,-0.0625485591590404,0.0361662926152348,-0.0274951783940196,0.1112401597201824,0.2462248280644416,0.0374033479019999,-0.2086000218987465,0.1896635927259922,0.0981861967593431,-0.0119645684026181,-0.0191602297127246,-0.0780192017555236,-0.0246631298214197,-0.1482543423771858,0.1673155128955841,-0.1462892107665538,-0.0966620072722435,-0.1031451188027858,0.1963491886854171,-0.0063077214872464,0.1355733014643192,-0.2032890245318412,-0.074880763888359,-0.0125180665636435,0.1304389480501413,0.0548064522445201,-0.1638584360480308,0.1497183963656425,-0.1007309854030609,0.0866680555045604,-0.3168648406863212,-0.1587296798825264,0.0861951876431703,-0.040911509655416,0.0868538320064544,0.1934843324124813,0.2032130919396877,0.0802156757563352,0.0741947684437036,-0.1363462172448635,0.0536297662183642,0.0457293773069977,-0.1214587446302175,-0.1141371205449104
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0160324381930487,0.1243805970464434,0.1390590742230415,0.0469383352569171,-0.0773199668952396,0.1238346834267888,-0.1584098871265138,0.1048553830810955,-0.1328310945204326,-0.0859964787960052,-0.0735248125025204,0.1919262111186981,0.1006610233868871,0.1267365323645728,0.0875727119190352,0.1241460836359432,0.0320112090557813,-0.3046819184507642,-0.054677952080965,0.0274029078760317,-0.2293355933257511,-0.0434520343052489,0.0889519282749721,0.1260211425168173,0.2987386797155653,-0.0968476076211248,0.0512350856193474,0.0524625586611883,-0.0791031313793999,0.0181192552803882,-0.0264113037181752,0.0010536314054791,-0.1174998027937752,0.1367891941751752,0.0508905516139098,-0.1069657025592667,0.177060638155256,-0.2427597152335303,-0.1906247990471976,0.1367212970341955,0.1911727807351521,-0.0539704614451953,0.0784438603690692,-0.1369897457105773,-0.0006670955169413,-0.0346786640584468,0.0694408022931643,0.2176703938416072,0.2657300659588405,-0.1294811580862317,0.134193972817489,-0.1968075164726802,-0.1713942182915551,0.0264812191682202,0.0530148223042488,-0.0815261985574449,-0.0620690743838037,0.0332968370722872,-0.0309023513857807,0.1070339658430644,0.2419737534863608,0.0367933924176863,-0.2051366525036948,0.1879338260207857,0.0954019725322723,-0.0150666754094085,-0.0192386694252491,-0.0778709607464926,-0.0285161507448979,-0.1451418027281761,0.1690833291837147,-0.1397567487188748,-0.1010995422090802,-0.1022140671099935,0.2010598544563566,-0.0041161165572702,0.1308883790458951,-0.1993270431246076,-0.0761027889592307,-0.0131367747671902,0.1278183172856058,0.0554027610591479,-0.1673462114163807,0.1465858966112136,-0.0997701638511249,0.0828709006309509,-0.3166559210845402,-0.1558514067104884,0.0865484539951596,-0.0399255135229655,0.0794997470719473,0.1902479167495455,0.1987559986965996,0.0792205684951373,0.0706374097083296,-0.1295755611998694,0.0531127495425088,0.0435266279216323,-0.1215230364884649,-0.1133093110152653
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01499979570508,0.1287175565958023,0.1342440545558929,0.046069161966443,-0.0702807828783989,0.1179877370595932,-0.1567816361784935,0.1029285788536071,-0.1233051866292953,-0.0815575122833252,-0.0699357613921165,0.1913467943668365,0.095957476645708,0.1166181825101375,0.0833204612135887,0.1255489476025104,0.0266084717586636,-0.3008773177862167,-0.0543496180325746,0.0235369820147752,-0.2257825434207916,-0.0463576689362525,0.0829623788595199,0.1257851533591747,0.2991859912872314,-0.1017325446009635,0.0424950961023569,0.0490020811557769,-0.0811168029904365,0.0171880167908966,-0.0256435787305235,-0.0025574355386197,-0.1167669892311096,0.1324649378657341,0.0471044033765792,-0.1024134829640388,0.1765091642737388,-0.2408793494105339,-0.1863794699311256,0.1440104842185974,0.1887075752019882,-0.0485801361501216,0.0819807238876819,-0.132667064666748,0.0074367898050695,-0.0374171435832977,0.0678331144154071,0.2166729122400283,0.2619069516658783,-0.1280511692166328,0.1324934661388397,-0.1923520639538765,-0.1706336960196495,0.0271079335361719,0.0558622274547815,-0.073188230395317,-0.0645115412771701,0.0361450463533401,-0.0369865018874406,0.1044329553842544,0.2404703795909881,0.0444738008081913,-0.2067841440439224,0.1871777772903442,0.0904978401958942,-0.0104517261497676,-0.0192353138700127,-0.0737581700086593,-0.0281365448608994,-0.1437551155686378,0.1655124798417091,-0.1372431889176368,-0.0956508032977581,-0.1044354327023029,0.1986959129571914,-0.0074456671718508,0.1312584280967712,-0.1977741941809654,-0.076103426516056,-0.0111499910708516,0.1243109107017517,0.0571243055164814,-0.1506210044026374,0.1477204039692878,-0.1045932136476039,0.0814199820160865,-0.3145986646413803,-0.1461277157068252,0.0854050703346729,-0.039963761344552,0.0864950865507125,0.1847775802016258,0.2001069635152816,0.0819604806602001,0.0703300200402736,-0.1282601915299892,0.0481648594141006,0.0414288658648729,-0.1242591179907321,-0.1193107590079307
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017947370186448,0.1326089203357696,0.1432239115238189,0.0456113467613856,-0.0743290161093076,0.1259979208310445,-0.1596208314100901,0.109483520189921,-0.1300274829069773,-0.0814414570728937,-0.0756729245185852,0.1996054947376251,0.1051609764496485,0.1240714391072591,0.0907647386193275,0.1270108868678411,0.0231104145447413,-0.3151269058386485,-0.056608331700166,0.0250343090544144,-0.2327185918887456,-0.0451386968294779,0.0845462332169215,0.1263216907779375,0.305643488963445,-0.1013178254167238,0.0480609821776549,0.057726946969827,-0.0787573208411534,0.0144494511187076,-0.027879008402427,-0.0002319651345411,-0.1236833532651265,0.1356312582890192,0.0524298809468746,-0.1097432126601537,0.1809671272834142,-0.2429689814647039,-0.1917343537012736,0.1433742145697275,0.1867852260669072,-0.0466778526703516,0.080238476395607,-0.13627889752388,0.000465585074077,-0.0344178713858127,0.0662413115302721,0.2198918511470159,0.2734712858994801,-0.1298598945140838,0.1351032555103302,-0.195764477054278,-0.1752900431553522,0.0268375873565673,0.053182128816843,-0.0857896978656451,-0.0620972452064355,0.0272774162391821,-0.0333733807007471,0.1072538917263348,0.2488350719213485,0.0406359881162643,-0.2102950265010198,0.1954002579053243,0.098850871125857,-0.0127167478203773,-0.0168811433638135,-0.0769810353716214,-0.0274238493293523,-0.148739938934644,0.1709802995125452,-0.1482995301485061,-0.1003270919124285,-0.1040124048789342,0.2008389035860697,-0.0039659459143877,0.1309059311946233,-0.2038082579771677,-0.0794642468293507,-0.0116049496767421,0.1341120625535647,0.0548482251664002,-0.1618409107128779,0.1550243149201075,-0.1011582091450691,0.0904779111345609,-0.3230994840463002,-0.1542623490095138,0.0863561009367307,-0.0362849173446496,0.085850623746713,0.1924508363008499,0.2110481709241867,0.079768660167853,0.0744198734561602,-0.135863850514094,0.0538829788565635,0.0460804750521977,-0.1250261465708414,-0.1250846510132154
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.014106961665675,0.124800631776452,0.1435564458370208,0.0480321766808629,-0.0744437789544463,0.126109529286623,-0.1596548110246658,0.1020683981478214,-0.1334037836641073,-0.0774755356833338,-0.0759420227259397,0.196640595793724,0.0981799587607383,0.1284153182059526,0.0853059394285082,0.1215436644852161,0.0274759388994425,-0.3029158934950828,-0.0513436468318104,0.0242225280962884,-0.2270548306405544,-0.0442258683033287,0.0884187463670969,0.1282891556620597,0.2978138551115989,-0.097038347274065,0.0451040025800466,0.0551676983013749,-0.0801679268479347,0.0176713701803237,-0.0291416579857468,0.0013969171341159,-0.1139057297259569,0.1377114430069923,0.0522697437554597,-0.109851736575365,0.174954455345869,-0.2393725961446762,-0.1859156489372253,0.1321306563913822,0.1832301467657089,-0.0512998877093195,0.0815823934972286,-0.1366117782890796,-0.0024872772628441,-0.0274734906852245,0.0661069303750991,0.2187333591282367,0.2610899955034256,-0.1244767270982265,0.1327812224626541,-0.1935128085315227,-0.1727408170700073,0.028774298261851,0.0529070915654301,-0.084882577881217,-0.0655562784522771,0.0272694863379001,-0.0289632272906601,0.1051819436252117,0.2419359982013702,0.0424436330795288,-0.204618651419878,0.1919205449521541,0.0940170343965292,-0.0180005964357405,-0.0208263851236552,-0.0778919607400894,-0.0232190042734146,-0.147422257810831,0.1692341528832912,-0.1431553419679403,-0.094599736854434,-0.1025457791984081,0.2004544250667095,-0.0037211422895779,0.1334395222365856,-0.1966779641807079,-0.0801776777952909,-0.0082041429122909,0.1354157067835331,0.0567876528948545,-0.1670283339917659,0.1536244209855795,-0.0971946250647306,0.0816236268728971,-0.3098475635051727,-0.1566073652356863,0.0829708566889166,-0.032232120167464,0.0765888532623648,0.1901267021894455,0.2017565406858921,0.0761887961998581,0.0769333038479089,-0.1331203877925872,0.0490638026967644,0.0490959323942661,-0.1216297950595617,-0.1212100535631179
